municipality,state,city
Patterson Heights borough,PA,Patterson Heights
Patton borough,PA,Patton
Paxtang borough,PA,Paxtang
Paxtonia CDP,PA,Paxtonia
Paxtonville CDP,PA,Paxtonville
Pen Argyl borough,PA,Pen Argyl
Penbrook borough,PA,Penbrook
Pen Mar CDP,PA,Pen Mar
Penn borough,PA,Penn
Penndel borough,PA,Penndel
Penn Estates CDP,PA,Penn Estates
Penn Farms CDP,PA,Penn Farms
Penn Lake Park borough,PA,Penn Lake Park
Pennsburg borough,PA,Pennsburg
Pennsbury Village borough,PA,Pennsbury Village
Penns Creek CDP,PA,Penns Creek
Pennside CDP,PA,Pennside
Penn State Berks CDP,PA,Penn State Berks
Penn State Erie (Behrend) CDP,PA,Penn State Erie (Behrend)
Pennville CDP,PA,Pennville
Pennwyn CDP,PA,Pennwyn
Penn Wynne CDP,PA,Penn Wynne
Penryn CDP,PA,Penryn
Perkasie borough,PA,Perkasie
Perryopolis borough,PA,Perryopolis
Peru CDP,PA,Peru
Petersburg borough,PA,Petersburg
Petrolia borough,PA,Petrolia
Philadelphia city,PA,Philadelphia
Philipsburg borough,PA,Philipsburg
Phoenixville borough,PA,Phoenixville
Picture Rocks borough,PA,Picture Rocks
Pikes Creek CDP,PA,Pikes Creek
Pillow borough,PA,Pillow
Pinecroft CDP,PA,Pinecroft
Pine Glen CDP,PA,Pine Glen
Pine Grove borough,PA,Pine Grove
Pine Grove Mills CDP,PA,Pine Grove Mills
Pine Ridge CDP,PA,Pine Ridge
Pitcairn borough,PA,Pitcairn
Pittsburgh city,PA,Pittsburgh
Pittston city,PA,Pittston
Plainfield CDP,PA,Plainfield
Plains CDP,PA,Plains
Platea borough,PA,Platea
Pleasant Gap CDP,PA,Pleasant Gap
Pleasant Hill CDP,PA,Pleasant Hill
Pleasant Hills borough,PA,Pleasant Hills
Pleasant View CDP,PA,Pleasant View
Pleasantville borough,PA,Pleasantville
Pleasantville borough,PA,Pleasantville
Pleasureville CDP,PA,Pleasureville
Plum borough,PA,Plum
Plumsteadville CDP,PA,Plumsteadville
Plumville borough,PA,Plumville
Plymouth borough,PA,Plymouth
Plymouth Meeting CDP,PA,Plymouth Meeting
Plymptonville CDP,PA,Plymptonville
Pocono Mountain Lake Estates CDP,PA,Pocono Mountain Lake Estates
Pocono Pines CDP,PA,Pocono Pines
Pocono Ranch Lands CDP,PA,Pocono Ranch Lands
Pocono Springs CDP,PA,Pocono Springs
Pocono Woodland Lakes CDP,PA,Pocono Woodland Lakes
Point Marion borough,PA,Point Marion
Point View CDP,PA,Point View
Polk borough,PA,Polk
Pomeroy CDP,PA,Pomeroy
Portage borough,PA,Portage
Port Allegany borough,PA,Port Allegany
Port Carbon borough,PA,Port Carbon
Port Clinton borough,PA,Port Clinton
Portersville borough,PA,Portersville
Portland borough,PA,Portland
Port Matilda borough,PA,Port Matilda
Port Royal borough,PA,Port Royal
Port Trevorton CDP,PA,Port Trevorton
Port Vue borough,PA,Port Vue
Potlicker Flats CDP,PA,Potlicker Flats
Potters Mills CDP,PA,Potters Mills
Pottsgrove CDP,PA,Pottsgrove
Pottstown borough,PA,Pottstown
Pottsville city,PA,Pottsville
Pringle borough,PA,Pringle
Progress CDP,PA,Progress
Prompton borough,PA,Prompton
Prospect borough,PA,Prospect
Prospect Park CDP,PA,Prospect Park
Prospect Park borough,PA,Prospect Park
Pughtown CDP,PA,Pughtown
Punxsutawney borough,PA,Punxsutawney
Puzzletown CDP,PA,Puzzletown
Pymatuning Central CDP,PA,Pymatuning Central
Pymatuning North CDP,PA,Pymatuning North
Pymatuning South CDP,PA,Pymatuning South
Quakertown borough,PA,Quakertown
Quarryville borough,PA,Quarryville
Queens Gate CDP,PA,Queens Gate
Quentin CDP,PA,Quentin
Railroad borough,PA,Railroad
Rainsburg borough,PA,Rainsburg
Ramblewood CDP,PA,Ramblewood
Ramey borough,PA,Ramey
Rankin borough,PA,Rankin
Ranshaw CDP,PA,Ranshaw
Raubsville CDP,PA,Raubsville
Rauchtown CDP,PA,Rauchtown
Ravine CDP,PA,Ravine
Reading city,PA,Reading
Reamstown CDP,PA,Reamstown
Rebersburg CDP,PA,Rebersburg
Red Hill CDP,PA,Red Hill
Red Hill borough,PA,Red Hill
Red Lion borough,PA,Red Lion
Reedsville CDP,PA,Reedsville
Reese CDP,PA,Reese
Refton CDP,PA,Refton
Rehrersburg CDP,PA,Rehrersburg
Reiffton CDP,PA,Reiffton
Reightown CDP,PA,Reightown
Reinerton CDP,PA,Reinerton
Reinholds CDP,PA,Reinholds
Rennerdale CDP,PA,Rennerdale
Renningers CDP,PA,Renningers
Renovo borough,PA,Renovo
Republic CDP,PA,Republic
Reservoir CDP,PA,Reservoir
Revloc CDP,PA,Revloc
Rew CDP,PA,Rew
Reynolds Heights CDP,PA,Reynolds Heights
Reynoldsville borough,PA,Reynoldsville
Rheems CDP,PA,Rheems
Rices Landing borough,PA,Rices Landing
Riceville CDP,PA,Riceville
Richboro CDP,PA,Richboro
Richfield CDP,PA,Richfield
Richland borough,PA,Richland
Richlandtown borough,PA,Richlandtown
Ridgway borough,PA,Ridgway
Ridley Park borough,PA,Ridley Park
Riegelsville borough,PA,Riegelsville
Rimersburg borough,PA,Rimersburg
Ringtown borough,PA,Ringtown
Riverside CDP,PA,Riverside
Riverside borough,PA,Riverside
Riverview Park CDP,PA,Riverview Park
Roaring Spring borough,PA,Roaring Spring
Robeson Extension CDP,PA,Robeson Extension
Robesonia borough,PA,Robesonia
Robinson CDP,PA,Robinson
Rochester borough,PA,Rochester
Rockhill borough,PA,Rockhill
Rockledge borough,PA,Rockledge
Rockwood borough,PA,Rockwood
Rogersville CDP,PA,Rogersville
Rohrsburg CDP,PA,Rohrsburg
Rome borough,PA,Rome
Ronco CDP,PA,Ronco
Ronks CDP,PA,Ronks
Roots CDP,PA,Roots
Roscoe borough,PA,Roscoe
Rosemont CDP,PA,Rosemont
Roseto borough,PA,Roseto
Rose Valley borough,PA,Rose Valley
Roseville borough,PA,Roseville
Roslyn CDP,PA,Roslyn
Rossiter CDP,PA,Rossiter
Rosslyn Farms borough,PA,Rosslyn Farms
Rote CDP,PA,Rote
Rothsville CDP,PA,Rothsville
Roulette CDP,PA,Roulette
Rouseville borough,PA,Rouseville
Rouzerville CDP,PA,Rouzerville
Rowes Run CDP,PA,Rowes Run
Royalton borough,PA,Royalton
Royer CDP,PA,Royer
Royersford borough,PA,Royersford
Runville CDP,PA,Runville
Rupert CDP,PA,Rupert
Rural Valley borough,PA,Rural Valley
Russell CDP,PA,Russell
Russellton CDP,PA,Russellton
Rutherford CDP,PA,Rutherford
Rutledge borough,PA,Rutledge
Sadsburyville CDP,PA,Sadsburyville
Saegertown borough,PA,Saegertown
St. Clair CDP,PA,St. Clair
St. Clair borough,PA,St. Clair
St. Clairsville borough,PA,St. Clairsville
St. Davids CDP,PA,St. Davids
St. Lawrence borough,PA,St. Lawrence
St. Marys city,PA,St. Marys
St. Michael CDP,PA,St. Michael
St. Petersburg borough,PA,St. Petersburg
St. Vincent College CDP,PA,St. Vincent College
Salisbury borough,PA,Salisbury
Salix CDP,PA,Salix
Salladasburg borough,PA,Salladasburg
Salona CDP,PA,Salona
Saltillo borough,PA,Saltillo
Saltsburg borough,PA,Saltsburg
Salunga CDP,PA,Salunga
Sanatoga CDP,PA,Sanatoga
Sand Hill CDP,PA,Sand Hill
Sandy CDP,PA,Sandy
Sandy Lake borough,PA,Sandy Lake
Sandy Ridge CDP,PA,Sandy Ridge
Sankertown borough,PA,Sankertown
Saw Creek CDP,PA,Saw Creek
Saxonburg borough,PA,Saxonburg
Saxton borough,PA,Saxton
Saylorsburg CDP,PA,Saylorsburg
Sayre borough,PA,Sayre
Scalp Level borough,PA,Scalp Level
Schaefferstown CDP,PA,Schaefferstown
Schellsburg borough,PA,Schellsburg
Schlusser CDP,PA,Schlusser
Schnecksville CDP,PA,Schnecksville
Schoeneck CDP,PA,Schoeneck
Schubert CDP,PA,Schubert
Schuylkill Haven borough,PA,Schuylkill Haven
Schwenksville borough,PA,Schwenksville
Scotland CDP,PA,Scotland
Scottdale borough,PA,Scottdale
Scranton city,PA,Scranton
Selinsgrove borough,PA,Selinsgrove
Sellersville borough,PA,Sellersville
Seltzer CDP,PA,Seltzer
Seneca CDP,PA,Seneca
Seven Fields borough,PA,Seven Fields
Seven Springs borough,PA,Seven Springs
Seven Valleys borough,PA,Seven Valleys
Seward borough,PA,Seward
Sewickley borough,PA,Sewickley
Sewickley Heights borough,PA,Sewickley Heights
Sewickley Hills borough,PA,Sewickley Hills
Shade Gap borough,PA,Shade Gap
Shamokin city,PA,Shamokin
Shamokin Dam borough,PA,Shamokin Dam
Shanksville borough,PA,Shanksville
Shanor-Northvue CDP,PA,Shanor-Northvue
Sharon city,PA,Sharon
Sharon Hill borough,PA,Sharon Hill
Sharpsburg borough,PA,Sharpsburg
Sharpsville borough,PA,Sharpsville
Shartlesville CDP,PA,Shartlesville
Shavertown CDP,PA,Shavertown
Sheakleyville borough,PA,Sheakleyville
Sheatown CDP,PA,Sheatown
Sheffield CDP,PA,Sheffield
Shelltown CDP,PA,Shelltown
Shellytown CDP,PA,Shellytown
Shelocta borough,PA,Shelocta
Shenandoah borough,PA,Shenandoah
Shenandoah Heights CDP,PA,Shenandoah Heights
Sheppton CDP,PA,Sheppton
Shickshinny borough,PA,Shickshinny
Shillington borough,PA,Shillington
Shiloh CDP,PA,Shiloh
Shinglehouse borough,PA,Shinglehouse
Shippensburg borough,PA,Shippensburg
Shippensburg University CDP,PA,Shippensburg University
Shippenville borough,PA,Shippenville
Shippingport borough,PA,Shippingport
Shiremanstown borough,PA,Shiremanstown
Shirleysburg borough,PA,Shirleysburg
Shoemakersville borough,PA,Shoemakersville
Shrewsbury borough,PA,Shrewsbury
Sickles Corner CDP,PA,Sickles Corner
Sidman CDP,PA,Sidman
Sierra View CDP,PA,Sierra View
Siglerville CDP,PA,Siglerville
Silkworth CDP,PA,Silkworth
Silverdale borough,PA,Silverdale
Simpson CDP,PA,Simpson
Sinking Spring borough,PA,Sinking Spring
Skelp CDP,PA,Skelp
Ski Gap CDP,PA,Ski Gap
Skippack CDP,PA,Skippack
Skyline View CDP,PA,Skyline View
Slabtown CDP,PA,Slabtown
Slatedale CDP,PA,Slatedale
Slatington borough,PA,Slatington
Slickville CDP,PA,Slickville
Sligo borough,PA,Sligo
Slippery Rock borough,PA,Slippery Rock
Slippery Rock University CDP,PA,Slippery Rock University
Slovan CDP,PA,Slovan
Smethport borough,PA,Smethport
Smicksburg borough,PA,Smicksburg
Smith Corner CDP,PA,Smith Corner
Smithfield borough,PA,Smithfield
Smithton borough,PA,Smithton
Smock CDP,PA,Smock
Smoketown CDP,PA,Smoketown
Snow Shoe borough,PA,Snow Shoe
S.N.P.J. borough,PA,S.N.P.J.
Snydertown CDP,PA,Snydertown
Snydertown borough,PA,Snydertown
Somerset borough,PA,Somerset
Soudersburg CDP,PA,Soudersburg
Souderton borough,PA,Souderton
South Bethlehem borough,PA,South Bethlehem
South Coatesville borough,PA,South Coatesville
South Connellsville borough,PA,South Connellsville
South Fork borough,PA,South Fork
South Greensburg borough,PA,South Greensburg
South Heights borough,PA,South Heights
Southmont borough,PA,Southmont
South New Castle borough,PA,South New Castle
South Philipsburg CDP,PA,South Philipsburg
South Pottstown CDP,PA,South Pottstown
South Renovo borough,PA,South Renovo
South Temple CDP,PA,South Temple
South Uniontown CDP,PA,South Uniontown
Southview CDP,PA,Southview
South Waverly borough,PA,South Waverly
Southwest Greensburg borough,PA,Southwest Greensburg
South Williamsport borough,PA,South Williamsport
Spartansburg borough,PA,Spartansburg
Speers borough,PA,Speers
Spinnerstown CDP,PA,Spinnerstown
Springboro borough,PA,Springboro
Spring City borough,PA,Spring City
Springdale borough,PA,Springdale
Spring Drive Mobile Home Park CDP,PA,Spring Drive Mobile Home Park
Spring Grove borough,PA,Spring Grove
Spring Hill CDP,PA,Spring Hill
Spring House CDP,PA,Spring House
Spring Mills CDP,PA,Spring Mills
Springmont CDP,PA,Springmont
Spring Mount CDP,PA,Spring Mount
Spring Ridge CDP,PA,Spring Ridge
Sproul CDP,PA,Sproul
Spry CDP,PA,Spry
Starbrick CDP,PA,Starbrick
Star Junction CDP,PA,Star Junction
Starrucca borough,PA,Starrucca
State College borough,PA,State College
State Line CDP,PA,State Line
Steelton borough,PA,Steelton
Stevens CDP,PA,Stevens
Stewartstown borough,PA,Stewartstown
Stiles CDP,PA,Stiles
Stillwater borough,PA,Stillwater
Stockdale borough,PA,Stockdale
Stockertown borough,PA,Stockertown
Stoneboro borough,PA,Stoneboro
Stonerstown CDP,PA,Stonerstown
Stonybrook CDP,PA,Stonybrook
Stony Creek Mills CDP,PA,Stony Creek Mills
Stormstown CDP,PA,Stormstown
Stouchsburg CDP,PA,Stouchsburg
Stowe CDP,PA,Stowe
Stoystown borough,PA,Stoystown
Strasburg borough,PA,Strasburg
Strattanville borough,PA,Strattanville
Strausstown CDP,PA,Strausstown
Strodes Mills CDP,PA,Strodes Mills
Strong CDP,PA,Strong
Stroudsburg borough,PA,Stroudsburg
Sturgeon CDP,PA,Sturgeon
Sugarcreek borough,PA,Sugarcreek
Sugar Grove borough,PA,Sugar Grove
Sugar Notch borough,PA,Sugar Notch
Summerhill borough,PA,Summerhill
Summerville borough,PA,Summerville
Summit Hill borough,PA,Summit Hill
Summit Station CDP,PA,Summit Station
Sunbrook CDP,PA,Sunbrook
Sunbury city,PA,Sunbury
Sunrise Lake CDP,PA,Sunrise Lake
Sun Valley CDP,PA,Sun Valley
Susquehanna Depot borough,PA,Susquehanna Depot
Susquehanna Trails CDP,PA,Susquehanna Trails
Sutersville borough,PA,Sutersville
Swarthmore borough,PA,Swarthmore
Swartzville CDP,PA,Swartzville
Swedeland CDP,PA,Swedeland
Sweden Valley CDP,PA,Sweden Valley
Swissvale borough,PA,Swissvale
Swoyersville borough,PA,Swoyersville
Sykesville borough,PA,Sykesville
Sylvan Hills CDP,PA,Sylvan Hills
Sylvania borough,PA,Sylvania
Table Rock CDP,PA,Table Rock
Tamaqua borough,PA,Tamaqua
Tarentum borough,PA,Tarentum
Tatamy borough,PA,Tatamy
Taylor borough,PA,Taylor
Taylorstown CDP,PA,Taylorstown
Telford borough,PA,Telford
Temple CDP,PA,Temple
Templeton CDP,PA,Templeton
Terre Hill borough,PA,Terre Hill
Tharptown (Uniontown) CDP,PA,Tharptown (Uniontown)
The Hideout CDP,PA,The Hideout
Thompson borough,PA,Thompson
Thompsontown borough,PA,Thompsontown
Thompsonville CDP,PA,Thompsonville
Thornburg borough,PA,Thornburg
Thorndale CDP,PA,Thorndale
Three Springs borough,PA,Three Springs
Throop borough,PA,Throop
Tidioute borough,PA,Tidioute
Timber Hills CDP,PA,Timber Hills
Timblin borough,PA,Timblin
Tioga borough,PA,Tioga
Tionesta borough,PA,Tionesta
Tipton CDP,PA,Tipton
Titusville city,PA,Titusville
Toftrees CDP,PA,Toftrees
Topton borough,PA,Topton
Toughkenamon CDP,PA,Toughkenamon
Towamensing Trails CDP,PA,Towamensing Trails
Towanda borough,PA,Towanda
Tower City borough,PA,Tower City
Townville borough,PA,Townville
Trafford borough,PA,Trafford
Trainer borough,PA,Trainer
Trappe borough,PA,Trappe
Treasure Lake CDP,PA,Treasure Lake
Tremont borough,PA,Tremont
Tresckow CDP,PA,Tresckow
Trevorton CDP,PA,Trevorton
Trevose CDP,PA,Trevose
Trexlertown CDP,PA,Trexlertown
Trooper CDP,PA,Trooper
Troutville borough,PA,Troutville
Troxelville CDP,PA,Troxelville
Troy borough,PA,Troy
Trucksville CDP,PA,Trucksville
Trumbauersville borough,PA,Trumbauersville
Tullytown borough,PA,Tullytown
Tunkhannock borough,PA,Tunkhannock
Tunnelhill borough,PA,Tunnelhill
Turbotville borough,PA,Turbotville
Turtle Creek borough,PA,Turtle Creek
Tuscarora CDP,PA,Tuscarora
Twilight borough,PA,Twilight
Tyler Run CDP,PA,Tyler Run
Tylersburg CDP,PA,Tylersburg
Tylersville CDP,PA,Tylersville
Tyrone borough,PA,Tyrone
Tyrone Forge CDP,PA,Tyrone Forge
Ulysses borough,PA,Ulysses
Union City borough,PA,Union City
Union Dale borough,PA,Union Dale
Union Deposit CDP,PA,Union Deposit
Uniontown city,PA,Uniontown
Unionville CDP,PA,Unionville
Unionville borough,PA,Unionville
Unionville CDP,PA,Unionville
University of Pittsburgh Bradford CDP,PA,University of Pittsburgh Bradford
University of Pittsburgh Johnstown CDP,PA,University of Pittsburgh Johnstown
Upland borough,PA,Upland
Upper Exeter CDP,PA,Upper Exeter
Ursina borough,PA,Ursina
Utica borough,PA,Utica
Vail CDP,PA,Vail
Valencia borough,PA,Valencia
Valley Green CDP,PA,Valley Green
Valley-Hi borough,PA,Valley-Hi
Valley View CDP,PA,Valley View
Valley View CDP,PA,Valley View
Vanderbilt borough,PA,Vanderbilt
Vandergrift borough,PA,Vandergrift
Vandling borough,PA,Vandling
Van Voorhis CDP,PA,Van Voorhis
Venango borough,PA,Venango
Verona borough,PA,Verona
Versailles borough,PA,Versailles
Vicksburg CDP,PA,Vicksburg
Vicksburg CDP,PA,Vicksburg
Village Green-Green Ridge CDP,PA,Village Green-Green Ridge
Village Shires CDP,PA,Village Shires
Villanova CDP,PA,Villanova
Vinco CDP,PA,Vinco
Vintondale borough,PA,Vintondale
Virginville CDP,PA,Virginville
Volant borough,PA,Volant
Vowinckel CDP,PA,Vowinckel
Wagner CDP,PA,Wagner
Wakefield CDP,PA,Wakefield
Wall borough,PA,Wall
Wallaceton borough,PA,Wallaceton
Wallenpaupack Lake Estates CDP,PA,Wallenpaupack Lake Estates
Waller CDP,PA,Waller
Walnutport borough,PA,Walnutport
Walnuttown CDP,PA,Walnuttown
Wampum borough,PA,Wampum
Wanamie CDP,PA,Wanamie
Warminster Heights CDP,PA,Warminster Heights
Warren city,PA,Warren
Warrior Run borough,PA,Warrior Run
Washington city,PA,Washington
Washington Boro CDP,PA,Washington Boro
Washingtonville borough,PA,Washingtonville
Waterford borough,PA,Waterford
Watsontown borough,PA,Watsontown
Wattsburg borough,PA,Wattsburg
Waverly CDP,PA,Waverly
Waymart borough,PA,Waymart
Wayne CDP,PA,Wayne
Wayne Heights CDP,PA,Wayne Heights
Waynesboro borough,PA,Waynesboro
Waynesburg borough,PA,Waynesburg
Weatherly borough,PA,Weatherly
Webster CDP,PA,Webster
Weedville CDP,PA,Weedville
Weigelstown CDP,PA,Weigelstown
Weissport borough,PA,Weissport
Weissport East CDP,PA,Weissport East
Wellersburg borough,PA,Wellersburg
Wellsboro borough,PA,Wellsboro
Wellsville borough,PA,Wellsville
Wernersville borough,PA,Wernersville
Wescosville CDP,PA,Wescosville
Wesleyville borough,PA,Wesleyville
West Alexander CDP,PA,West Alexander
West Brownsville borough,PA,West Brownsville
West Chester borough,PA,West Chester
West Conshohocken borough,PA,West Conshohocken
West Decatur CDP,PA,West Decatur
West Easton borough,PA,West Easton
West Elizabeth borough,PA,West Elizabeth
West Fairview CDP,PA,West Fairview
West Falls CDP,PA,West Falls
Westfield borough,PA,Westfield
West Grove borough,PA,West Grove
West Hamburg CDP,PA,West Hamburg
West Hazleton borough,PA,West Hazleton
West Hills CDP,PA,West Hills
West Homestead borough,PA,West Homestead
West Kittanning borough,PA,West Kittanning
Westland CDP,PA,Westland
West Lawn CDP,PA,West Lawn
West Leechburg borough,PA,West Leechburg
West Liberty borough,PA,West Liberty
West Mayfield borough,PA,West Mayfield
West Middlesex borough,PA,West Middlesex
West Middletown borough,PA,West Middletown
West Mifflin borough,PA,West Mifflin
West Milton CDP,PA,West Milton
Westmont borough,PA,Westmont
West Nanticoke CDP,PA,West Nanticoke
West Newton borough,PA,West Newton
Weston CDP,PA,Weston
Westover borough,PA,Westover
West Pittsburg CDP,PA,West Pittsburg
West Pittston borough,PA,West Pittston
West Reading borough,PA,West Reading
West Sunbury borough,PA,West Sunbury
West View borough,PA,West View
West Waynesburg CDP,PA,West Waynesburg
Westwood CDP,PA,Westwood
Westwood CDP,PA,Westwood
West Wyoming borough,PA,West Wyoming
West Wyomissing CDP,PA,West Wyomissing
West York borough,PA,West York
Wheatland borough,PA,Wheatland
Whitaker borough,PA,Whitaker
Whitehall borough,PA,Whitehall
White Haven borough,PA,White Haven
White Mills CDP,PA,White Mills
White Oak borough,PA,White Oak
Whitfield CDP,PA,Whitfield
Wickerham Manor-Fisher CDP,PA,Wickerham Manor-Fisher
Wiconsico CDP,PA,Wiconsico
Wilburton Number One CDP,PA,Wilburton Number One
Wilburton Number Two CDP,PA,Wilburton Number Two
Wilcox CDP,PA,Wilcox
Wilkes-Barre city,PA,Wilkes-Barre
Wilkinsburg borough,PA,Wilkinsburg
Williamsburg borough,PA,Williamsburg
Williamsport city,PA,Williamsport
Williamstown borough,PA,Williamstown
Willow Grove CDP,PA,Willow Grove
Willow Street CDP,PA,Willow Street
Wilmerding borough,PA,Wilmerding
Wilmore borough,PA,Wilmore
Wilson borough,PA,Wilson
Windber borough,PA,Windber
Wind Gap borough,PA,Wind Gap
Wind Ridge CDP,PA,Wind Ridge
Windsor borough,PA,Windsor
Winfield CDP,PA,Winfield
Winterstown borough,PA,Winterstown
Witmer CDP,PA,Witmer
Wolfdale CDP,PA,Wolfdale
Womelsdorf borough,PA,Womelsdorf
Woodbourne CDP,PA,Woodbourne
Woodbury borough,PA,Woodbury
Woodcock borough,PA,Woodcock
Woodland Heights CDP,PA,Woodland Heights
Woodlyn CDP,PA,Woodlyn
Woodside CDP,PA,Woodside
Woodward CDP,PA,Woodward
Woolrich CDP,PA,Woolrich
Wopsononock CDP,PA,Wopsononock
Wormleysburg borough,PA,Wormleysburg
Worthington borough,PA,Worthington
Worthville borough,PA,Worthville
Woxall CDP,PA,Woxall
Wrightsville borough,PA,Wrightsville
Wyalusing borough,PA,Wyalusing
Wyano CDP,PA,Wyano
Wylandville CDP,PA,Wylandville
Wyncote CDP,PA,Wyncote
Wyndmoor CDP,PA,Wyndmoor
Wyoming borough,PA,Wyoming
Wyomissing borough,PA,Wyomissing
Yardley borough,PA,Yardley
Yarnell CDP,PA,Yarnell
Yatesville borough,PA,Yatesville
Yeadon borough,PA,Yeadon
Yeagertown CDP,PA,Yeagertown
Yellow Springs CDP,PA,Yellow Springs
Yoe borough,PA,Yoe
York city,PA,York
Yorkana borough,PA,Yorkana
York Haven borough,PA,York Haven
Yorklyn CDP,PA,Yorklyn
York Springs borough,PA,York Springs
Youngstown borough,PA,Youngstown
Youngsville borough,PA,Youngsville
Youngwood borough,PA,Youngwood
Yukon CDP,PA,Yukon
Zelienople borough,PA,Zelienople
Zion CDP,PA,Zion
Ashaway CDP,RI,Ashaway
Bradford CDP,RI,Bradford
Carolina CDP,RI,Carolina
Central Falls city,RI,Central Falls
Charlestown CDP,RI,Charlestown
Chepachet CDP,RI,Chepachet
Clayville CDP,RI,Clayville
Cranston city,RI,Cranston
Cumberland Hill CDP,RI,Cumberland Hill
East Providence city,RI,East Providence
Foster Center CDP,RI,Foster Center
Greene CDP,RI,Greene
Greenville CDP,RI,Greenville
Harmony CDP,RI,Harmony
Harrisville CDP,RI,Harrisville
Hope Valley CDP,RI,Hope Valley
Hopkinton CDP,RI,Hopkinton
Kingston CDP,RI,Kingston
Melville CDP,RI,Melville
Misquamicut CDP,RI,Misquamicut
Narragansett Pier CDP,RI,Narragansett Pier
Newport city,RI,Newport
Newport East CDP,RI,Newport East
Pascoag CDP,RI,Pascoag
Pawtucket city,RI,Pawtucket
Providence city,RI,Providence
Quonochontaug CDP,RI,Quonochontaug
Tiverton CDP,RI,Tiverton
Valley Falls CDP,RI,Valley Falls
Wakefield-Peace Dale CDP,RI,Wakefield-Peace Dale
Warwick city,RI,Warwick
Watch Hill CDP,RI,Watch Hill
Weekapaug CDP,RI,Weekapaug
Westerly CDP,RI,Westerly
Woonsocket city,RI,Woonsocket
Wyoming CDP,RI,Wyoming
Abbeville city,SC,Abbeville
Abney Crossroads CDP,SC,Abney Crossroads
Adams Run CDP,SC,Adams Run
Aiken city,SC,Aiken
Alcolu CDP,SC,Alcolu
Allendale town,SC,Allendale
Anderson city,SC,Anderson
Andrews town,SC,Andrews
Antreville CDP,SC,Antreville
Arcadia CDP,SC,Arcadia
